name,lat,lon,分類,説明,住所,備考
第一小学校,35.6614507390798,139.33607878668943,指定緊急避難場所（一時避難場所）風水害［屋内］,避難勧告等を発令した際に、避難する場所として開設する施設です。,元横山町2－14－3
第二小学校,35.661775638364716,139.32219074594107,指定緊急避難場所（一時避難場所）風水害［屋内］,避難勧告等を発令した際に、避難する場所として開設する施設です。,八木町7－1
第三小学校,35.65557724677106,139.3320884858619,指定緊急避難場所（一時避難場所）風水害［屋内］,避難勧告等を発令した際に、避難する場所として開設する施設です。,寺町29－15
第四小学校,35.65796829313898,139.34638533515937,指定緊急避難場所（一時避難場所）風水害［屋内］,避難勧告等を発令した際に、避難する場所として開設する施設です。,明神町2－15－1
いずみの森義務教育学校,35.65093346639023,139.3426674460336,指定緊急避難場所（一時避難場所）風水害［屋内］,避難勧告等を発令した際に、避難する場所として開設する施設です。,子安町2－18－1
第七小学校,35.65702721763716,139.32410684598202,指定緊急避難場所（一時避難場所）風水害［屋内］,避難勧告等を発令した際に、避難する場所として開設する施設です。,台町4－2－1
第八小学校,35.671460023582355,139.36071122541762,指定緊急避難場所（一時避難場所）風水害［屋内］,避難勧告等を発令した際に、避難する場所として開設する施設です。,石川町2065
第九小学校,35.67094398396844,139.32508818237866,指定緊急避難場所（一時避難場所）風水害［屋内］,避難勧告等を発令した際に、避難する場所として開設する施設です。,中野上町2－14－1
第十小学校,35.666240307349504,139.3436035838069,指定緊急避難場所（一時避難場所）風水害［屋内］,避難勧告等を発令した際に、避難する場所として開設する施設です。,大和田町7－5－1
中野北小学校,35.674343562001845,139.32675113711397,指定緊急避難場所（一時避難場所）風水害［屋内］,避難勧告等を発令した際に、避難する場所として開設する施設です。,中野山王3－1－1
清水小学校,35.67611516713291,139.31969491220966,指定緊急避難場所（一時避難場所）風水害［屋内］,避難勧告等を発令した際に、避難する場所として開設する施設です。,中野山王3－25－1
大和田小学校,35.66588502410645,139.35455595815458,指定緊急避難場所（一時避難場所）風水害［屋内］,避難勧告等を発令した際に、避難する場所として開設する施設です。,大和田町4－19－1
高倉小学校,35.66264285266321,139.36575861004783,指定緊急避難場所（一時避難場所）風水害［屋内］,避難勧告等を発令した際に、避難する場所として開設する施設です。,高倉町67－2
横山第一小学校,35.63413469077588,139.3045910223994,指定緊急避難場所（一時避難場所）風水害［屋内］,避難勧告等を発令した際に、避難する場所として開設する施設です。,館町74
横山第二小学校,35.653957869520795,139.30149750979675,指定緊急避難場所（一時避難場所）風水害［屋内］,避難勧告等を発令した際に、避難する場所として開設する施設です。,並木町26－1
散田小学校,35.64783855437053,139.30151914846203,指定緊急避難場所（一時避難場所）風水害［屋内］,避難勧告等を発令した際に、避難する場所として開設する施設です。,散田町5－23－1
